name,id,number_of_board_members,avg_age_of_board,total_active_assignments,total_prev_assignments
Hjerpes Isolering AB,5567301535,2,51,nan,nan
Hjerts Bygg i Årjäng AB,5568023278,3,52,nan,nan
Hjertstedt Bygg i Värmland Aktiebolag,5562496728,,,nan,nan
HJK Entreprenad AB,5567730998,2,55,4,1
Hjobo Entreprenad AB,5568343197,6,49,nan,nan
Hjort VVS AB,5567517239,3,55,4,9
Hjorts Entreprenad och Linjebygg AB,5563052637,3,61,6,5
Hjortsberga Måleri & Golv AB,5590368469,2,63,nan,nan
Hjortsbergs VVS AB,5567351654,,,nan,nan
Hjortsås Bygg & Entreprenad AB,5590582127,,,nan,nan
Hjulsbro Elservice Aktiebolag,5564674876,3,33,nan,nan
Hjulsbro Rörservice Aktiebolag,5563368553,3,70,nan,nan
Hjärtareds Bygg och Entreprenad AB,5568572084,3,41,nan,nan
HK Höglunds Plåt AB,5563783389,2,48,nan,nan
HK Project AB,5569462665,2,41,nan,nan
HKM Bygg & Inredning AB,5560878976,3,50,23,32
HL Maskin AB,5590428388,2,58,nan,nan
HLB Elservice AB,5569764797,2,47,nan,nan
HLL Hyreslandslaget AB,5568351745,3,54,7,0
HM Allbygg AB,5590494372,3,59,nan,nan
HM Asfalt AB,5590610415,3,50,nan,nan
HM ENTREPRENØR A/S,5020705165,,,nan,nan
HM Hus i Göteborg Aktiebolag,5563444396,3,67,5,5
HM Limträ AB,5569673964,2,40,nan,nan
HM Power Metering AB,5567498398,4,57,1,2
HMF Golv & Byggtjänst AB,5590328430,3,36,nan,nan
HMP Entreprenad Aktiebolag,5567914469,2,40,nan,nan
HMP Installationer AB,5566292107,3,52,3,6
HMP Vent. & Allservice AB,5567592737,2,32,nan,nan
HNC Bygg AB,5568651490,2,49,nan,nan
HNH Bygg Aktiebolag,5567890685,2,52,nan,nan
HNH Väst AB,5567873517,2,56,nan,nan
HOB ENTREPRENÖR AS,5020780937,,,nan,nan
Hoburgs Byggtjänst AB,5568229073,2,61,nan,nan
Hoby Mur & Puts AB,5566125646,2,56,nan,nan
HOCHTIEF Infrastructure GmbH Tyskland Sverige     Filial,5164092495,,,4,3
Hoff Entreprenader AB,5561944777,4,51,10,15
Hoff Geotech AB,5568589286,,,nan,nan
Hofors Måleri Aktiebolag,5560892183,2,59,2,6
Hole in One Riv & Håltagning AB,5567257315,2,52,nan,nan
Holger Nilsson Bygg och Inrednings AB,5567903769,2,44,nan,nan
Holistiska Hem Sverige AB,5590323407,4,44,nan,nan
Holje Sten & Entreprenad AB,5590765011,2,33,nan,nan
Holjeplåt AB,5565402525,2,65,nan,nan
Holm Bygg & Måleri AB,5569911521,3,44,nan,nan
Holm's Betong AB,5567175574,2,53,nan,nan
Holmbergs Bygg & Ton AB,5567853485,2,54,nan,nan
Holme Bygg AB,5568118441,2,44,1,1
Holmens Glasmästeri Aktiebolag,5565449997,2,67,3,7
Holméns Kakel & Golv AB,5568952468,3,53,nan,nan
Holmens Rörgille AB,5565231007,2,61,nan,nan
Holmers Bygg & Montage Uppvidinge AB,5568466428,3,49,nan,nan
Holmfast Byggtjänst AB,5569383812,3,47,12,4
Holmgren Mats Peter Bygg AB,5568770373,2,45,nan,nan
Holmgrens Bygg i Vallby AB,5567986681,3,52,3,3
Holmgrens Rör & Värme AB,5567010789,2,35,nan,nan
Holmlunds Måleri Aktiebolag,5561921148,4,50,nan,nan
Holmqvist Bröderna Bygg AB,5569706368,3,45,nan,nan
Holmqvist Elektriska AB,5568625049,3,44,3,3
Holms Bygg i Sävsjö AB,5566526595,2,57,nan,nan
Svedano Bygg AB,5568591019,2,54,5,4
Holms Glasmästeri AB,5562044726,2,61,nan,nan
Holmströmmarna AB,5590101910,3,46,3,3
Holmströms Bygg & Betong AB,5567471742,2,50,nan,nan
Holmströms golvläggning i Västerås AB,5566661681,2,54,nan,nan
Holsby Rör Handelsbolag,9167035626,2,58,nan,nan
Holstein Bygg AB,5567636161,2,40,nan,nan
Home by Home in Sweden AB,5568736077,3,57,8,25
Homesafe Scandinavia Aktiebolag,5566694112,,,nan,nan
Homeservice i västerbotten AB,5568838428,2,42,nan,nan
Honk & Sandström Construction AB,5564717725,3,55,nan,nan
Honkonen Byggnads AB,5567425417,2,58,1,2
BjörkBergs El & Fastighet AB,5567956197,2,46,nan,nan
Honsbergs Elinstallationer AB,5569486102,3,42,nan,nan
Horisont Entreprenad AB,5568683816,2,40,1,5
HorisontalBorr Syd AB,5567241483,2,51,nan,nan
Horisonterra Aktiebolag,5566550959,3,48,1,3
Horn & Granfällan Bygg AB,5568606379,2,53,nan,nan
Horndahls Golv & Våtrums Service AB,5568716228,2,51,nan,nan
Horney & Rosengren El AB,5567418669,4,49,nan,nan
Horreds Rörmontage AB,5568728223,3,33,nan,nan
HORTANS PLATTSÄTTNING Aktiebolag,5564549045,2,71,nan,nan
Hortlax Plattsättning Aktiebolag,5565797684,2,69,nan,nan
HOTEK Aktiebolag,5564084506,3,39,nan,nan
Hoti Bygg & Fasad Teknik AB,5569214421,2,40,nan,nan
House Care Service i Lund AB,5566370556,2,68,nan,nan
House Tec Murarbolag i Stockholm AB,5568826712,2,44,nan,nan
Hova Elektriska Installations Aktiebolag,5561219295,2,60,nan,nan
Hova Entreprenad AB,5590885124,2,51,nan,nan
Hovby Rör Aktiebolag,5564148715,3,53,nan,nan
Hovets Entreprenad Håltagning AB,5567034516,2,41,4,1
Hovmantorps Byggservice Aktiebolag,5564306586,2,56,nan,nan
HOWS House of Wood Scandinavia AB,5567774400,3,40,nan,nan
HPL Byggtjänst Aktiebolag,5568192420,2,52,nan,nan
HPS Kulturmiljövård AB,5568504467,2,49,nan,nan
HRB Service AB,5569929630,3,41,18,22
HRS i Skåne AB,5567474308,2,49,nan,nan
HR-Construction AB,5590634324,2,50,nan,nan
HS Entreprenad i Staffanstorp AB,5590664479,2,30,nan,nan
HS Traktor Aktiebolag,5564884673,3,52,nan,nan
HS UPPLAND AB,5569407827,2,61,nan,nan
HSB Boservice i Landskrona AB,5564979630,,,28,71
HSB Bostadsholmen Holding AB,5568556483,3,56,nan,nan
HSB Exploatering i Östergötland AB,5590689500,3,48,nan,nan
HSB Landskrona Projekt AB,5590518428,3,58,nan,nan
HSB Produktion Aktiebolag,5560160789,3,44,nan,nan
HSB Produktion i Dalarna Handelsbolag,9697760693,,,nan,nan
HSB Produktion i Norra Bohuslän Handelsbolag,9697484492,4,50,nan,nan
HSB Produktion i Södertälje Handelsbolag,9697712736,4,54,nan,nan
HSB ProjektPartner AB,5565014148,9,56,123,173
HT Englund AB,5566171871,3,57,4,2
HT Golv i Stenungsund AB,5565869368,2,67,nan,nan
HT VVS AB,5567860563,2,48,nan,nan
HTM Montage Mälardalen AB,5590189840,3,50,nan,nan
HTSM Eskilstuna AB,5568154040,3,55,4,7
HTY Bygg AB,5569228124,2,50,nan,nan
Hua och Son Bygg AB,5568333743,3,53,nan,nan
Hubba Bygg AB,5567064166,2,43,nan,nan
Huberts El Aktiebolag,5565032546,3,37,nan,nan
HUBY AB,5569540643,2,42,nan,nan
Huddinge Ekonomibygg AB,5567532691,2,54,nan,nan
Huddinge mark Teknik AB,5566943782,2,54,nan,nan
Huddinge Maskinservice AB,5568116346,2,53,nan,nan
Huddinge Måleriservice AB,5568476229,4,57,nan,nan
Huddinge Relämontage Aktiebolag,5565383576,3,52,1,1
Huddinge Tak & Bygg AB,5568101314,2,45,nan,nan
Hudiksvalls Måleritjänst Aktiebolag,5563897213,2,61,nan,nan
Hugin Bygg AB,5567067458,2,59,nan,nan
Hugosson & Johansson Plåt och Svets AB,5566406921,3,44,nan,nan
Hulta Försäljnings AB,5590299920,,,nan,nan
Hultgrens Mark & Anläggning AB,5566169396,2,54,4,3
Hultgrev AB,5568754690,2,38,nan,nan
Hultins El AB,5569016479,2,51,nan,nan
Hultmans El Aktiebolag,5566013826,2,57,nan,nan
Hultsbo Bygg & Service AB,5569580441,3,47,nan,nan
Hultsfreds Bygg & Anläggning AB,5568496938,2,55,nan,nan
Hultsfreds Värme & Sanitet Expertrör Aktiebolag,5564151263,2,64,nan,nan
Humana Hus Berga Udd AB,5569725434,3,43,nan,nan
Humidab Bygg AB,5590121520,2,54,1,6
Humidus AB,5566514476,3,56,1,0
Humlesson EL & Bygg AB,5590856992,2,44,nan,nan
Hunnestad Bygg Aktiebolag,5562078468,2,54,nan,nan
Hurtigs Track service AB,5590552484,2,47,nan,nan
Hus Hem Hantverk Stockholm AB,5568089824,2,46,nan,nan
Hus och Hem i Kungsbacka AB,5590175104,1,33,nan,nan
Hus & Hem i Örby Entreprenad AB,5567052476,2,67,nan,nan
Husbonden AB,5568603780,2,54,2,1
Husby Entreprenad AB,5566742812,3,45,nan,nan
Husby Takplåtslageri & Ventilation Aktiebolag,5560725896,2,53,4,5
HusBygg & Fastighet i Sverige AB,5569423923,2,36,4,2
Husbyggarna i Edsbyn Aktiebolag,5564705548,2,66,nan,nan
Husbyggarna i Horn Aktiebolag,5562708049,3,54,nan,nan
Husdränering i Sverige AB,5569185639,,,nan,nan
Husensjö VVS AB,5568076789,2,54,nan,nan
Husesset i Hökerum AB,5565354817,2,53,nan,nan
Husgruppen i Skåne AB,5567482293,2,42,7,17
Husinge Bygg & Entreprenad AB,5569018640,3,48,nan,nan
Huskvarna Plattsättning AB,5567593503,2,45,nan,nan
Husmästarna i Uppland AB,5568171028,4,43,4,5
Husrestauratören Affinera AB,5565709333,4,45,nan,nan
Hustrend Sverige AB,5590278825,2,41,nan,nan
Hus- & Inredningsservice Thomas Olsson            Aktiebolag,5563838001,2,48,nan,nan
Hvarfvens Elentreprenad AB,5567595292,4,53,nan,nan
HVH Bygg AB,5566027487,2,40,nan,nan
HVK Hälsinge VVS & Kyl Rör AB,5568747462,2,71,nan,nan
HV-MAARAKENNUS OY,5020596192,,,nan,nan
HW:s Elektriska Aktiebolag,5562785484,3,46,nan,nan
Hübinette Dykentreprenad AB,5568079288,2,72,nan,nan
HydraCon Sverige AB,5566651724,2,45,5,8
Hydraulgrävningar; Daniel Forenius i Västerås     Aktiebolag,5563845600,3,65,3,4
Hydrokraft AB,5568385644,2,47,nan,nan
Hydrus VVS Aktiebolag,5565006318,3,51,nan,nan
Hyldig Bygg Aktiebolag,5562632603,2,68,nan,nan
Hylén & Kjellander VVS AB,5568875446,3,46,5,8
Hyrcon Bergsprängning AB,5567151237,3,55,2,7
Hysingsviks Bygg och Förvaltning AB,5567321731,3,54,nan,nan
Hyttadalens AB,5569056491,2,43,2,3
Hyttan Bygg i Kolmården AB,5565688420,,,nan,nan
Hyttmo Lod & Våg Byggtjänst AB,5568310568,,,nan,nan
Hågestam Sport AB,5569115875,2,55,7,7
Håkan Andersson Entreprenad Aktiebolag,5562532860,2,49,nan,nan
Håkan Anderssons Dyk & Anläggning AB,5567144844,2,54,nan,nan
Håkan Anderssons Gräv & Bygg Aktiebolag,5564992203,2,56,nan,nan
Håkan Bjurström Byggservice AB,5566309117,2,53,nan,nan
Håkan Börjesson Byggare AB,5567291736,2,52,nan,nan
Håkan Carlsson måleri och boat AB,5569531196,2,62,1,1
Håkan Eriksson Bygg Handelsbolag,9696960682,2,58,nan,nan
Håkan Hellström Rör Aktiebolag,5563894947,2,51,nan,nan
Håkan Nilsson Entreprenad Aktiebolag,5566344346,2,58,nan,nan
H P Maskin AB,5568366792,2,53,nan,nan
Håkan Pettersson Måleri AB,5568273352,2,64,1,1
Håkan Sandins Elservice AB,5567025910,2,51,nan,nan
Håkan Svenssons Måleriaffär Aktiebolag,5561267450,3,51,nan,nan
Håkan Svenssons Rör Aktiebolag,5569902959,2,65,nan,nan
Håkan - Bernt Byggkonsult Aktiebolag,5563469609,2,60,1,2
Håkans Rör AB,5564813045,4,53,nan,nan
Håkans Vatten & Energibrunnar AB,5566221015,2,56,nan,nan
Håkanson måleri & design AB,5590070347,2,63,nan,nan
Hål i Betong i Väst Anläggning AB,5590542998,2,37,nan,nan
Hållnäs gräv & transport AB,5590226865,3,56,nan,nan
Hålls Fastigheter AB,5566157169,,,10,15
Håltagarna Borrteknik Sverige Aktiebolag,5562923614,3,62,2,2
Håltagarna i Skåne Aktiebolag,5563613594,3,59,nan,nan
Håltagarna Söder AB,5566021555,2,54,nan,nan
Håltagningsservice i väst AB,5590652995,1,58,nan,nan
HåPa Ventilation AB,5566271804,2,56,nan,nan
Hårdhs Måleri AB,5566441548,2,52,nan,nan
Håtö Snickeri AB,5569453961,2,31,nan,nan
HÅ-GE El Aktiebolag,5563329258,4,62,nan,nan
Hägerstens Glasmästeri AB,5563742393,3,55,nan,nan
Hägerstens Håltagning AB,5568947963,3,44,nan,nan
Häggeby Montage & Transport AB,5569435612,2,45,nan,nan
Hägglund & Granström Aktiebolag,5562534692,2,61,nan,nan
HÄGGS PLÅT Aktiebolag,5563936912,2,64,nan,nan
Häggstrands Elinstallationer AB,5565193157,,,10,19
Häggströms Bygg i Ängelholm Aktiebolag,5566662648,2,55,nan,nan
Häggströms Glasmästeri Örebro AB,5569462509,2,47,nan,nan
Hägnens Plåtslageri AB,5568448970,2,36,nan,nan
Hällbo Entreprenad Maskiner AB,5565815866,3,41,nan,nan
Hällby Entreprenad AB,5567929335,2,41,5,7
HälledalsHus Aktiebolag,5564119054,3,54,nan,nan
Hälsinge Asfalt AB,5566384417,2,50,nan,nan
Hälsinge El och Fastighetstjänst Handelsbolag,9697348192,2,30,nan,nan
Hälsinge Golv AB,5566451174,4,49,3,0
Hälsinge Markentreprenad AB,5568495427,2,54,nan,nan
Hälsinge Rör Aktiebolag,5563202505,2,57,nan,nan
HälsoVent Plus AB,5568333685,2,39,2,3
Häradvision Aktiebolag,5561399147,2,72,2,0
Härdplastbeläggningar; Gudmund Persson Aktiebolag,5561979591,2,53,nan,nan
Härenstams EL & VVS AB,5567684690,2,42,13,9
Härjedalens Bygg; VVS & Hustillsyn AB,5568485295,2,58,nan,nan
Härjedalens Glas & Bygg AB,5568764145,2,50,nan,nan
Härryda Maskingräv Aktiebolag,5564405479,3,51,nan,nan
Hässleholms Låssmed AB,5568096852,2,42,3,8
Höga Kusten Boet Holding AB,5565146528,,,nan,nan
Höga Kusten Plåtslageri i Härnösand AB,5563459204,3,45,nan,nan
HÖGAB Mark och Anläggning Aktiebolag,5564062684,3,58,4,1
HÖGALIDS TAKSERVICE AB,5568803497,2,56,nan,nan
Höganäs Bygg & El AB,5569294050,,,nan,nan
Högberg Ebbesson Karttunen Bygg Gnosjö AB,5568341407,3,40,nan,nan
Högberga Bygg AB,5564839297,3,51,4,1
Högboms El Aktiebolag,5563590669,5,53,7,8
Högby Entreprenad AB,5567712467,2,50,nan,nan
Högby-Bygg Aktiebolag,5563825032,2,52,nan,nan
Högens Bygg AB,5566643929,2,58,nan,nan
Höglandets EnergiAutomatik AB,5568843139,2,44,1,1
Höglandets Plåt & Ventilation AB,5566382718,3,55,1,2
Höglandsschakt Aktiebolag,5561878850,2,62,nan,nan
Höglandstorgets Plåtslageri AB,5563384188,1,56,nan,nan
Höglunds Byggservice Arvika AB,5567831556,2,46,nan,nan
Högmans Bygg & Måleri i Göteborg AB,5590565866,3,58,nan,nan
Högs El AB,5568247513,2,51,nan,nan
Högsander VVS & Energi AB,5567220214,2,47,nan,nan
Högsbo El Aktiebolag,5565039715,4,47,nan,nan
Högsbo Plattsättning Aktiebolag,5564888294,3,44,8,10
Högsbols Montage AB,5563899250,2,55,4,2
Högsboverken Aktiebolag,5560847690,2,71,3,6
Högström Golv AB,5569070435,3,45,nan,nan
Högsäters Bygg Aktiebolag,5561624627,2,60,nan,nan
Högtrycksservice Öresund AB,5568700107,2,39,nan,nan
Högås Bygg AB,5564370681,2,39,nan,nan
Höijs Ventilation Aktiebolag,5564828225,3,47,nan,nan
Aktiebolaget Storport,5565950358,2,45,nan,nan
Klimatteknik Stockholm AB,5590655386,3,44,nan,nan
Hökeberga förvaltning AB,5590334958,3,65,nan,nan
Hökflons Fastigheter AB,5566737283,4,43,nan,nan
Hönö Bygg & Mark AB,5567625883,2,44,4,1
Hönö Schakt Invest AB,5563501492,3,62,nan,nan
Hönö-Hälsö Fastighet AB,5565074597,2,69,nan,nan
Hörby Gräv AB,5568915994,2,43,nan,nan
Hörby Taktek AB,5568119498,3,56,nan,nan
Hörröd Entreprenad AB,5567377972,2,36,nan,nan
Hörsne Bygg AB,5567609168,2,53,nan,nan
Hövdingen Entreprenad AB,5590724653,2,46,nan,nan
